stories_id,publish_date,title,url,language,ap_syndicated,themes,media_id,media_name,media_url
"1223806019","2019-03-14 05:30:11","On vous le dit","https://www.elwatan.com/edition/actualite/on-vous-le-dit-3987-14-03-2019","fr","False","","41243","elwatan","http://www.elwatan.com/"
"1223806008","2019-03-14 06:00:24","Un jeune de 17 ans retrouvé à Ghardaïa","https://www.elwatan.com/regions/sud/actu-sud/un-jeune-de-17-ans-retrouve-a-ghardaia-14-03-2019","fr","False","","41243","elwatan","http://www.elwatan.com/"
"1223806016","2019-03-14 05:30:41","Agence Cnas du port d’Alger : Une demi-journée pour une signature…","https://www.elwatan.com/regions/centre/alger/agence-cnas-du-port-dalger-une-demi-journee-pour-une-signature-14-03-2019","fr","False","","41243","elwatan","http://www.elwatan.com/"
"1223806005","2019-03-14 06:00:46","Saisie de 600 kg de kif traité à Khenchela","https://www.elwatan.com/edition/actualite/saisie-de-600-kg-de-kif-traite-a-khenchela-14-03-2019","fr","False","","41243","elwatan","http://www.elwatan.com/"
"1223805998","2019-03-14 06:00:50","Mascara : La cour confirme la peine de prison pour Gharmoul","https://www.elwatan.com/edition/actualite/mascara-la-cour-confirme-la-peine-de-prison-pour-gharmoul-14-03-2019","fr","False","","41243","elwatan","http://www.elwatan.com/"
"1223806014","2019-03-14 05:35:25","Appel de Djamila Bouhired à la jeunesse algérienne en lutte : Ne les laissez pas voler votre victoire !","https://www.elwatan.com/edition/actualite/appel-de-djamila-bouhired-a-la-jeunesse-algerienne-en-lutte-ne-les-laissez-pas-voler-votre-victoire-14-03-2019","fr","False","","41243","elwatan","http://www.elwatan.com/"
"1223805988","2019-03-14 10:45:10","Rassemblement historique des magistrats devant la cour d’Alger","https://www.elwatan.com/edition/actualite/rassemblement-historique-des-magistrats-devant-la-cour-dalger-14-03-2019","fr","False","","41243","elwatan","http://www.elwatan.com/"
"1224382467","2019-03-15 05:00:36","Réflexion d’un juriste sur l’impasse de l’imbroglio politico-constitutionnel (Partie 1)","https://www.elwatan.com/edition/contributions/reflexion-dun-juriste-sur-limpasse-de-limbroglio-politico-constitutionnel-partie-1-15-03-2019","fr","False","","41243","elwatan","http://www.elwatan.com/"
"1224382493","2019-03-15 05:00:31","Le mouvement populaire pour une 2e République algérienne vu à travers 6 émotions fondamentales","https://www.elwatan.com/edition/contributions/le-mouvement-populaire-pour-une-2e-republique-algerienne-vu-a-travers-6-emotions-fondamentales-15-03-2019","fr","False","","41243","elwatan","http://www.elwatan.com/"
"1224382421","2019-03-15 05:00:58","Il faut préserver le secteur des hydrocarbures de toute perturbation","https://www.elwatan.com/edition/contributions/il-faut-preserver-le-secteur-des-hydrocarbures-de-toute-perturbation-15-03-2019","fr","False","","41243","elwatan","http://www.elwatan.com/"
"1224382404","2019-03-15 05:01:17","FIFA : Le président de la CAF privé d’entrée aux USA","https://www.elwatan.com/edition/sports/fifa-le-president-de-la-caf-prive-dentree-aux-usa-15-03-2019","fr","False","","41243","elwatan","http://www.elwatan.com/"
"1224382441","2019-03-15 05:00:43","Coupes africaines : Les clubs algériens pour une qualification historique","https://www.elwatan.com/edition/sports/coupes-africaines-les-clubs-algeriens-pour-une-qualification-historique-15-03-2019","fr","False","","41243","elwatan","http://www.elwatan.com/"
"1224382367","2019-03-15 05:01:43","L’EST ménage Belaïli, Meziani convoqué","https://www.elwatan.com/edition/sports/lest-menage-belaili-meziani-convoque-15-03-2019","fr","False","","41243","elwatan","http://www.elwatan.com/"
"1224382335","2019-03-15 06:49:20","Hakim Arezki, victime du printemps noir aux Algériens : « Ne répondez pas aux provocations et ne provoquez pas »","https://www.elwatan.com/edition/actualite/hakim-arezki-victime-du-printemps-noir-aux-algeriens-ne-repondez-pas-aux-provocations-et-ne-provoquez-pas-15-03-2019","fr","False","","41243","elwatan","http://www.elwatan.com/"
"1224429664","2019-03-15 07:12:06","Des milliers de personnes rassemblées à Alger centre","https://www.elwatan.com/edition/actualite/des-milliers-de-personnes-rassemblees-a-la-grande-poste-15-03-2019","fr","False","","41243","elwatan","http://www.elwatan.com/"
"1224654202","2019-03-15 10:15:18","Béjaia marche massivement pour éxiger le départ du régime","https://www.elwatan.com/edition/actualite/bejaia-marche-massivement-pour-exiger-le-depart-du-regime-15-03-2019","fr","False","","41243","elwatan","http://www.elwatan.com/"
"1224969161","2019-03-15 15:08:22","La contestation monte à Chlef contre les tenants du  pouvoir","https://www.elwatan.com/edition/actualite/la-contestation-monte-a-chlef-contre-les-tenants-du-pouvoir-15-03-2019","fr","False","","41243","elwatan","http://www.elwatan.com/"
"1225205003","2019-03-16 03:00:31","La révolution algérienne :  Admirable mais encore fragile","https://www.elwatan.com/edition/contributions/la-revolution-algerienne-admirable-mais-encore-fragile-16-03-2019","fr","False","","41243","elwatan","http://www.elwatan.com/"
"1225204977","2019-03-16 03:21:33","L’énigme Algérie : un nouveau temps politique ?","https://www.elwatan.com/edition/contributions/lenigme-algerie-un-nouveau-temps-politique-16-03-2019","fr","False","","41243","elwatan","http://www.elwatan.com/"
"1225222211","2019-03-16 03:45:49","Plusieurs manifestations à l’ouest du pays","https://www.elwatan.com/edition/actualite/louest-en-bref-51-16-03-2019","","False","","41243","elwatan","http://www.elwatan.com/"
"1225222206","2019-03-16 03:50:59","La ville d’Oran en ébullition : Un seul mot d’ordre : «On n’est pas dupes, dégagez !»","https://www.elwatan.com/edition/actualite/la-ville-doran-en-ebullition-un-seul-mot-dordre-on-nest-pas-dupes-degagez-16-03-2019","fr","False","","41243","elwatan","http://www.elwatan.com/"
"1225222179","2019-03-16 04:11:37","La mobilisation s’est généralisée à toutes les couches d’âge à Médéa","https://www.elwatan.com/edition/actualite/la-mobilisation-sest-generalisee-a-toutes-les-couches-dage-a-medea-16-03-2019","fr","False","","41243","elwatan","http://www.elwatan.com/"
